store_id,timezone_str
3.00433508526621E+018,America/Chicago
4.61617250762086E+018,America/Chicago
4.47969173202621E+018,America/Chicago
6.83317336031599E+018,America/Chicago
6.34824833332771E+018,America/Chicago
3.73332845746597E+018,America/Chicago
2.69664419261193E+018,America/Chicago
8.72118506431103E+018,America/Chicago
4.14790074177836E+018,America/Chicago
5.04839059570725E+018,America/Chicago
6.23603218160704E+018,America/Chicago
4.39808288300835E+018,America/Chicago
8.65697496983509E+018,America/Chicago
7.8840133745304E+016,America/Chicago
3.34476364980116E+018,America/Chicago
1.55235770812402E+018,America/Chicago
5.52876618018381E+018,America/Chicago
6.25262402624216E+018,America/Chicago
4.92316299194464E+018,America/Chicago
6.79200555250837E+018,America/Chicago
3.20793627508564E+018,America/Chicago
1.22792515211147E+018,America/Chicago
3.8304355848491E+018,America/Chicago
5.72135702947661E+018,America/Chicago
1.49517996560699E+018,America/Chicago
5.61041253053329E+018,America/Chicago
9.11181371863035E+018,America/Chicago
7.00101512737505E+018,America/Chicago
2.12656957232554E+018,America/Chicago
4.66483816642475E+018,America/Chicago
1.06249045365118E+018,America/Chicago
3.11956145926716E+018,America/Chicago
5.82921759298176E+018,America/Chicago
2.29392696493372E+017,America/Chicago
3.89754814926783E+018,America/Chicago
7.89800948325349E+018,America/Chicago
7.11615557118194E+018,America/Chicago
3.40876281310073E+018,America/Chicago
6.20287445080105E+018,America/Chicago
4.24885497646232E+018,America/Chicago
6.5408653661077E+018,America/Chicago
3.75049733817801E+018,America/Chicago
5.44843242554356E+017,America/Chicago
4.68174342960975E+018,America/Chicago
1.24587125083759E+018,America/Chicago
2.74200346712997E+018,America/Chicago
6.81732793125641E+018,America/Chicago
6.1089712057811E+018,America/Chicago
1.4541795911696E+017,America/Chicago
2.67135200651259E+018,America/Chicago
5.51625388819009E+018,America/Chicago
3.67375532163845E+018,America/Chicago
7.57564082742102E+017,America/Chicago
3.91996128555105E+017,America/Chicago
1.02401596407293E+018,America/Chicago
4.30701124503381E+018,America/Chicago
8.83317412638702E+018,America/Chicago
2.37894015707125E+018,America/Chicago
2.46001038597895E+018,America/Chicago
2.60780323706955E+018,America/Chicago
5.44169769278108E+018,America/Chicago
2.94256265412642E+018,America/Chicago
8.34280939930317E+018,America/Chicago
5.51436035411943E+018,America/Chicago
7.66904049010802E+018,America/Chicago
1.25725970469041E+016,America/Chicago
1.32468120356749E+018,America/Chicago
3.97042841582311E+018,America/Chicago
1.28196230719048E+018,America/Chicago
7.86585350580279E+018,America/Chicago
3.39527900019182E+017,America/Chicago
2.20031619714313E+018,America/Chicago
8.49669130903883E+017,America/Chicago
1.12020324268243E+018,America/Chicago
1.33963482832906E+018,America/Chicago
8.37763725327814E+018,America/Chicago
1.40605593785619E+018,America/Chicago
5.67006346075015E+018,America/Chicago
4.7568328818648E+018,America/Chicago
7.848107479569E+018,America/Chicago
7.10260268963698E+018,America/Chicago
3.52890533958473E+018,America/Chicago
6.64434674059348E+018,America/Chicago
7.29869706078641E+018,America/Chicago
3.32573856100751E+017,America/Chicago
8.04694636344415E+018,America/Chicago
9.21857799091881E+017,America/Chicago
8.46945441270413E+018,America/Chicago
6.84239783784008E+018,America/Chicago
3.33593600300121E+018,America/Chicago
1.49472142339919E+018,America/Chicago
5.5485919584467E+018,America/Chicago
3.35565002513106E+018,America/Chicago
4.82346147586473E+018,America/Chicago
3.30944918776177E+018,America/Chicago
6.90878901155625E+018,America/Chicago
8.16568553552554E+018,America/Chicago
7.38457901414151E+018,America/Chicago
1.91255553328223E+018,America/Chicago
4.17666794295146E+018,America/Chicago
6.93518987867503E+018,America/Chicago
8.49332989110634E+018,America/Chicago
6.53458236138716E+018,America/Chicago
4.95827602223028E+018,America/Chicago
6.26380650003073E+018,America/Chicago
4.65632936367664E+018,America/Chicago
5.88213140888838E+018,America/Chicago
5.14869422466944E+018,America/Chicago
7.37744219061956E+018,America/Chicago
8.24140786337991E+018,America/Chicago
6.24385140619833E+018,America/Chicago
8.73936614895271E+018,America/Chicago
6.45984528415543E+018,America/Chicago
8.10957447354665E+017,America/Chicago
8.97050931251889E+018,America/Chicago
1.75904021029947E+018,America/Chicago
3.13148811656971E+018,America/Chicago
5.04458607038513E+018,America/Chicago
7.46627766324876E+018,America/Chicago
6.7037459542692E+018,America/Chicago
3.65525041124604E+018,America/Chicago
4.60871366930753E+018,America/Chicago
9.21847022935581E+018,America/Chicago
2.68991530267605E+018,America/Chicago
3.18168298251137E+018,America/Chicago
8.95756440932911E+018,America/Chicago
5.43741499287278E+018,America/Chicago
1.73682362265136E+018,America/Chicago
5.22512095239906E+018,America/Chicago
6.4214162863214E+018,America/Chicago
8.52531724868909E+018,America/Chicago
5.88538912324229E+018,America/Chicago
1.56804830393689E+018,America/Chicago
1.27553071801762E+018,America/Chicago
7.42302829875991E+018,America/Chicago
2.22265996119767E+018,America/Chicago
2.58130631164106E+018,America/Chicago
4.43975831504E+018,America/Chicago
2.81601034657591E+018,America/Chicago
9.09198402486941E+018,America/Chicago
3.01073484499113E+018,America/Chicago
3.47850866962662E+018,America/Chicago
9.22677094745546E+017,America/Chicago
8.5106574033294E+018,America/Chicago
2.5446542060292E+018,America/Chicago
1.08582430894172E+018,America/Chicago
7.64290088427814E+018,America/Chicago
4.77242600226549E+018,America/Chicago
8.83900934716502E+018,America/Chicago
1.07632655137517E+018,America/Chicago
3.48339641164593E+018,America/Chicago
8.38383738716959E+018,America/Chicago
8.59610472790789E+018,America/Chicago
5.94369139488565E+018,America/Chicago
7.16029184934096E+018,America/Chicago
8.70560125434082E+018,America/Chicago
4.1647863243684E+018,America/Chicago
1.32962074927357E+018,America/Chicago
3.87216343474892E+018,America/Chicago
5.30052332378614E+017,America/Chicago
5.44421500538285E+017,America/Chicago
8.25281031597923E+018,America/Chicago
2.65479446263325E+018,America/Chicago
5.63837107004084E+018,America/Chicago
4.64707078575455E+018,America/Chicago
5.41431174665814E+018,America/Chicago
6.65111632930129E+018,America/Chicago
6.02254888330539E+018,America/Chicago
3.18248343234892E+018,America/Chicago
6.71036491132111E+018,America/Chicago
7.43102460457912E+018,America/Chicago
8.51663606419855E+018,America/Chicago
4.86640069898629E+018,America/Chicago
2.23723780935827E+018,America/Chicago
5.40437335553307E+018,America/Chicago
8.07795446744792E+017,America/Chicago
3.63667941542454E+018,America/Chicago
5.51954654873375E+018,America/Chicago
3.30202590386881E+018,America/Chicago
3.57031397209707E+018,America/Chicago
2.16942059856821E+018,America/Chicago
7.36900022388188E+018,America/Chicago
1.60094532716655E+018,America/Chicago
5.01187593568916E+018,America/Chicago
8.05719374743273E+018,America/Chicago
6.81430648105234E+018,America/Chicago
6.08296038653065E+018,America/Chicago
8.30239380079857E+018,America/Chicago
4.91720229738324E+018,America/Chicago
6.95334838741973E+018,America/Chicago
2.15217227073574E+018,America/Chicago
3.21786658107334E+018,America/Chicago
4.92131840607907E+018,America/Chicago
2.22120335767681E+017,America/Chicago
5.36689334855369E+018,America/Chicago
1.91331733720215E+017,America/Chicago
7.23572470947015E+018,America/Chicago
1.70450245692746E+018,America/Chicago
5.05566916207951E+017,America/Chicago
7.8529758870981E+018,America/Chicago
4.78915716247631E+018,America/Chicago
3.30140288599905E+018,America/Chicago
4.02524370950554E+018,America/Chicago
2.71703343414991E+018,America/Chicago
5.62318317540363E+018,America/Chicago
7.7641698208116E+018,America/Chicago
8.49629904689068E+018,America/Chicago
2.75528256781429E+018,America/Chicago
7.54250709570688E+018,America/Chicago
6.71142847073953E+018,America/Chicago
3.95517552743844E+018,America/Chicago
8.36370364629921E+018,America/Chicago
4.39033933909292E+018,America/Chicago
2.81962003210832E+018,America/Chicago
8.2737532642681E+018,America/Chicago
1.05912378831908E+018,America/Chicago
6.32161622052378E+018,America/Chicago
8.56238056316744E+018,America/Chicago
4.84622126343518E+018,America/Chicago
4.6825185302179E+017,America/Chicago
8.31756055098982E+018,America/Chicago
6.18976812877244E+018,America/Chicago
1.09139989168496E+016,America/Chicago
3.96078877209259E+017,America/Chicago
7.68502324964931E+018,America/Chicago
6.57095759052776E+018,America/Chicago
1.85146232943676E+018,America/Chicago
9.09489923415796E+018,America/Chicago
3.10917523387188E+018,America/Chicago
1.83456974315809E+018,America/Chicago
4.42494610552714E+018,America/Chicago
2.99937658555344E+018,America/Chicago
3.47258335912203E+018,America/Chicago
7.18615995783932E+018,America/Chicago
7.82987580888546E+018,America/Chicago
5.85738336268978E+018,America/Chicago
8.24582595063875E+018,America/Chicago
4.68176138505657E+018,America/Chicago
3.19928878881037E+018,America/Chicago
8.0248381492989E+018,America/Chicago
4.73882500500419E+018,America/Chicago
2.55736391222459E+018,America/Chicago
7.0937431776717E+018,America/Chicago
1.60377426106963E+018,America/Chicago
2.74031480546798E+018,America/Chicago
1.09531707420023E+018,America/Chicago
2.3361198099418E+018,America/Chicago
4.11378978620751E+018,America/Chicago
1.5301897627831E+018,America/Chicago
9.02835848829016E+018,America/Chicago
4.21174222923053E+018,America/Chicago
8.62809783279873E+016,America/Chicago
2.79466873443638E+018,America/Chicago
2.63713518012827E+018,America/Chicago
7.2850253333678E+018,America/Chicago
4.22953455352495E+018,America/Chicago
7.8720578050387E+018,America/Chicago
3.47803405240042E+018,America/Chicago
3.70522978608655E+018,America/Chicago
4.45595588272721E+018,America/Chicago
7.37820918033573E+018,America/Chicago
3.83522059658704E+018,America/Chicago
6.93428201552571E+018,America/Chicago
2.73957136408642E+018,America/Chicago
2.37823549033908E+018,America/Chicago
4.63142273315676E+018,America/Chicago
4.98507889058369E+017,America/Chicago
8.56288809189913E+018,America/Chicago
3.52655010773967E+018,America/Chicago
3.58565751710944E+018,America/Chicago
6.3742259835227E+018,America/Chicago
3.81543909300691E+018,America/Chicago
3.27204505731626E+018,America/Chicago
5.04849093276151E+018,America/Chicago
5.77525559130688E+018,America/Chicago
7.58206959516554E+018,America/Chicago
5.65809506347211E+018,America/Chicago
8.78370254404855E+018,America/Chicago
3.23064945223307E+018,America/Chicago
4.54510987033141E+018,America/Chicago
1.38749912785673E+018,America/Chicago
3.77319003939227E+018,America/Chicago
2.60320899790124E+018,America/Chicago
1.69923790406999E+018,America/Chicago
6.12495589309224E+016,America/Chicago
8.15601228006698E+018,America/Chicago
2.23770659678371E+018,America/Chicago
6.55265447106202E+018,America/Chicago
6.9364909697102E+018,America/Chicago
2.39952808687118E+018,America/Chicago
6.63034937572544E+017,America/Chicago
6.69891907552658E+017,America/Chicago
5.10212953282669E+018,America/Chicago
8.93307922355078E+018,America/Chicago
2.94330749305213E+017,America/Chicago
7.70752800822507E+018,America/Chicago
1.6415692960211E+018,America/Chicago
4.30169101970646E+018,America/Chicago
6.92206509778405E+018,America/Chicago
5.36448264110376E+018,America/Chicago
8.9477464209891E+018,America/Chicago
4.75097298450371E+018,America/Chicago
3.19450336032984E+018,America/Chicago
5.32886844185712E+018,America/Chicago
3.6950225705055E+018,America/Chicago
7.05185793164954E+018,America/Chicago
1.45772108199065E+018,America/Chicago
4.25843029253815E+018,America/Chicago
1.0646836068274E+017,America/Chicago
7.31378381103044E+018,America/Chicago
8.83518726974125E+018,America/Chicago
2.25434554088877E+018,America/Chicago
8.09137843160817E+018,America/Chicago
7.04279499661548E+018,America/Chicago
7.68061266542785E+018,America/Chicago
2.37883447009536E+018,America/Chicago
8.67069689987876E+018,America/Chicago
6.10477424136406E+018,America/Chicago
1.86830704237522E+018,America/Chicago
9.18401936273729E+017,America/Chicago
5.36607259279014E+018,America/Chicago
7.07850060117214E+018,America/Chicago
5.58756849652738E+018,America/Chicago
5.17506913275181E+018,America/Chicago
3.68320928025038E+018,America/Chicago
7.68121911308429E+018,America/Chicago
1.9214540765119E+018,America/Chicago
3.48074395378063E+018,America/Chicago
6.36113520079033E+018,America/Chicago
8.16786177777012E+018,America/Chicago
7.28403307350115E+018,America/Chicago
1.08788976509173E+018,America/Chicago
4.99305075132796E+018,America/Chicago
2.08877015139026E+018,America/Chicago
5.28802203772292E+018,America/Chicago
1.75885646927454E+018,America/Chicago
1.49984800707723E+018,America/Chicago
1.47919255160389E+018,America/Chicago
2.11917463128986E+018,America/Chicago
7.96666138441654E+018,America/Chicago
7.68075372552762E+018,America/Chicago
7.1977826247683E+018,America/Chicago
8.45783060369343E+018,America/Chicago
7.5862362469252E+018,America/Chicago
8.95040930182072E+018,America/Chicago
7.86359173647224E+018,America/Chicago
8.7203577619896E+018,America/Chicago
3.55729960851497E+018,America/Chicago
1.01960421096159E+018,America/Chicago
2.03579134595322E+017,America/Chicago
6.7322915493658E+017,America/Chicago
6.1507108303927E+018,America/Chicago
3.47893794627219E+018,America/Chicago
2.84740316986229E+018,America/Chicago
8.26835286548224E+018,America/Chicago
7.7385597054225E+018,America/Chicago
4.19778853959199E+018,America/Chicago
8.08381500879949E+018,America/Chicago
8.15627275967566E+017,America/Chicago
8.48565914810068E+018,America/Chicago
9.12223495359418E+018,America/Chicago
6.39385513857395E+018,America/Chicago
3.94544193869593E+018,America/Chicago
8.61519886792706E+018,America/Chicago
6.14059190608802E+018,America/Chicago
7.13324259483384E+018,America/Chicago
7.69283803255516E+018,America/Chicago
5.5151290366655E+016,America/Chicago
1.45020392250982E+018,America/Chicago
4.18612609262552E+018,America/Chicago
6.7008271928632E+018,America/Chicago
2.99227269549582E+017,America/Chicago
8.75695752081251E+018,America/Chicago
2.79018824379254E+018,America/Chicago
5.78081371731012E+018,America/Chicago
1.63101640362318E+018,America/Chicago
8.9908113869503E+018,America/Chicago
6.11658924510569E+018,America/Chicago
9.21660806024029E+018,America/Chicago
5.38347721252024E+018,America/Chicago
5.63106369414103E+018,America/Chicago
7.73803447010947E+018,America/Chicago
8.74962391230695E+018,America/Chicago
8.87677403014443E+017,America/Chicago
4.93627792712142E+018,America/Chicago
4.44861076585544E+018,America/Chicago
6.83603303510837E+018,America/Chicago
2.34569288492498E+017,America/Chicago
1.34816531679372E+018,America/Chicago
5.84751489929412E+017,America/Chicago
5.27917023283243E+018,America/Chicago
5.70711460696743E+018,America/Chicago
8.20881379706098E+018,America/Chicago
5.88711474405752E+018,America/Chicago
2.5994756490675E+018,America/Chicago
1.27864389314804E+018,America/Chicago
3.51297400535049E+018,America/Chicago
4.96024494822705E+018,America/Chicago
9.21117345184878E+018,America/Chicago
2.06716473474672E+018,America/Chicago
7.52281089013846E+017,America/Chicago
4.67422489988196E+018,America/Chicago
3.41936029510312E+018,America/Chicago
3.3912173518468E+018,America/Chicago
6.48943129448298E+018,America/Chicago
3.18643973663654E+018,America/Chicago
4.48492328628554E+017,America/Chicago
8.15588324022517E+018,America/Chicago
4.96660517407339E+018,America/Chicago
6.08788617548051E+018,America/Chicago
4.91202077526607E+018,America/Chicago
2.52436237313368E+018,America/Chicago
6.49888749973775E+018,America/Chicago
1.82541780152503E+018,America/Chicago
3.61369485111723E+018,America/Chicago
6.90952768266334E+017,America/Chicago
6.44909949472267E+018,America/Chicago
5.91231486941426E+018,America/Chicago
1.3915780543192E+018,America/Chicago
4.31973431970752E+018,America/Chicago
4.09048152483159E+018,America/Chicago
5.70705912968214E+018,America/Chicago
2.86683642866007E+018,America/Chicago
2.59411507524993E+018,America/Chicago
4.0719130314482E+018,America/Chicago
8.47847184447211E+018,America/Chicago
5.23049297143591E+017,America/Chicago
6.31226097861211E+018,America/Chicago
9.18571081114845E+018,America/Chicago
5.98409599433976E+018,America/Chicago
1.71227823527538E+018,America/Chicago
3.29919948987268E+018,America/Chicago
6.41882162834E+018,America/Chicago
5.35768175236347E+018,America/Chicago
6.25170227753398E+018,America/Chicago
7.94863975695851E+018,America/Chicago
9.02170478500214E+018,America/Chicago
7.03728131646828E+018,America/Chicago
6.51864416621696E+018,America/Chicago
8.89263262874293E+018,America/Chicago
2.57147678107647E+018,America/Chicago
8.95761427910773E+018,America/Chicago
5.55662070474345E+018,America/Chicago
7.36198944897744E+018,America/Chicago
3.77033643004247E+018,America/Chicago
2.42989814629192E+018,America/Chicago
5.66866320899686E+018,America/Chicago
7.83021809141252E+018,America/Chicago
2.25929982230494E+018,America/Chicago
3.00256397779062E+018,America/Chicago
3.1641405846554E+018,America/Chicago
7.25887255118994E+018,America/Chicago
2.10235922751649E+018,America/Chicago
6.91790547160689E+018,America/Chicago
7.04995496045226E+018,America/Chicago
2.61929633846785E+018,America/Chicago
6.8043896137523E+018,America/Chicago
7.13662491468245E+018,America/Chicago
9.09097217031765E+018,America/Chicago
5.26188525864653E+018,America/Chicago
2.68065053295805E+018,America/Chicago
4.95374646724387E+018,America/Chicago
4.64358392811573E+018,America/Chicago
1.84938824001946E+018,America/Chicago
7.37483562102436E+018,America/Chicago
6.95855299287608E+018,America/Chicago
5.76757903660551E+018,America/Chicago
3.46086538820247E+018,America/Chicago
6.58209435914721E+018,America/Chicago
5.50767823274583E+018,America/Chicago
3.36127803359105E+018,America/Chicago
3.40621335564688E+018,America/Chicago
3.73602047494861E+018,America/Chicago
7.61392569404175E+018,America/Chicago
7.97222049286296E+018,America/Chicago
8.50284962377737E+018,America/Chicago
5.95913120436289E+018,America/Chicago
9.09159846372689E+018,America/Chicago
3.69802397592252E+018,America/Chicago
3.19645161534032E+018,America/Chicago
2.54358789806687E+018,America/Chicago
1.03074421779069E+018,America/Chicago
8.19095660493786E+018,America/Chicago
4.31984745736956E+018,America/Chicago
1.30637618087382E+018,America/Chicago
2.19481587825508E+017,America/Chicago
5.54156955047762E+018,America/Chicago
4.74053426961545E+018,America/Chicago
4.45320000185021E+018,America/Chicago
4.21098262850813E+017,America/Chicago
2.21909412366186E+018,America/Chicago
1.58986872313209E+018,America/Chicago
8.7890858110285E+018,America/Chicago
4.07908927495584E+018,America/Chicago
7.32111080654771E+017,America/Chicago
1.84474625009609E+018,America/Chicago
4.95872192131912E+017,America/Chicago
3.04246518563196E+018,America/Chicago
4.411773601118E+018,America/Chicago
6.8087847525747E+018,America/Chicago
5.96420093323242E+018,America/Chicago
3.52503621036195E+018,America/Chicago
8.55235856945758E+018,America/Chicago
7.21940099709314E+018,America/Chicago
7.5060085675118E+018,America/Chicago
2.42606587311327E+018,America/Chicago
5.35446143453775E+018,America/Chicago
6.52170933204434E+018,America/Chicago
8.43083472684941E+018,America/Chicago
7.76428762902627E+018,America/Chicago
2.58270821903844E+018,America/Chicago
2.86233123918111E+018,America/Chicago
5.0305993292675E+018,America/Chicago
4.21785144849523E+018,America/Chicago
4.97720491861995E+017,America/Chicago
6.6739379182103E+018,America/Chicago
